idade_pessoa,salario_pessoa,situacao_propriedade_pessoa,tempo_trabalhado_pessoa,motivo_emprestimo,pontuacao_emprestimo,valor_emprestimo,taxa_juros_emprestimo,status_emprestimo,porcentagem_salario_emprestimo,foi_inadimplente_cb,tempo_primeira_solicitacao_credito_cb
NULL,75000,Hipoteca,4,Melhora do lar,A,NULL,13.49,0,0.05,N,7
24,29000,Hipoteca,8,Personal,B,1450,NULL,1,0.05,N,4
28,50000,Aluguel,2,Pagamento de débitos,B,3000,10.37,0,0.06,N,9
24,39000,Hipoteca,3,Pagamento de débitos,D,4150,17.58,1,0.11,S,2
21,43000,Aluguel,NULL,Empreendimento,D,17525,12.72,0,0.12,NULL,7
34,45000,Aluguel,2,Personal,E,4500,16.95,1,0.1,N,10
35,25000,Aluguel,0,Empreendimento,D,3000,15.33,1,0.12,N,8
23,75000,Hipoteca,1,Educativo,E,4500,NULL,0,0.06,S,4
26,73000,NULL,5,Médico,C,7000,7.88,0,0.11,NULL,5
25,63000,Hipoteca,9,Médico,A,20000,8.49,0,0.32,N,4
31,36000,Aluguel,4,Educativo,B,12000,10.36,1,0.33,N,8
23,29100,Aluguel,3,Educativo,D,5000,14.84,0,0.17,N,2
33,46000,Aluguel,13,Personal,C,5600,15.27,0,0.12,N,9
37,38400,Hipoteca,1,Pagamento de débitos,A,2400,6.99,0,0.06,N,17
33,14400,Própria,0,Empreendimento,C,2000,14.79,0,0.14,N,8
29,103089,Hipoteca,2,Educativo,A,7000,NULL,0,0.07,N,9
29,75000,Hipoteca,7,Educativo,A,6125,NULL,0,0.08,N,8
23,67476,Hipoteca,5,Melhora do lar,C,25000,13.49,1,0.37,S,3
34,38000,Própria,1,Empreendimento,A,10000,8.94,0,0.26,N,6
22,40000,Aluguel,1,Personal,C,8500,14.35,0,0.21,S,2
27,170000,Aluguel,11,Personal,D,25000,16.32,0,0.15,N,10
22,20000,Aluguel,2,Personal,B,4000,9.45,0,0.2,N,3
28,119000,Hipoteca,2,Médico,B,5325,10.38,0,0.04,N,7
28,19992,Aluguel,12,Educativo,A,3000,7.14,1,0.15,N,9
25,55000,Aluguel,0,Pagamento de débitos,B,6000,10.65,0,0.11,N,2
23,36000,Hipoteca,7,Educativo,B,2000,11.49,0,0.06,N,2
26,140000,Aluguel,2,Pagamento de débitos,B,6000,11.36,0,0.04,N,4
27,31200,Aluguel,3,Educativo,C,10000,13.99,1,0.32,N,10
21,19140,Aluguel,NULL,Empreendimento,A,5000,8.49,1,0.26,N,4
26,NULL,Aluguel,4,Pagamento de débitos,C,12000,NULL,0,0.14,N,2
33,45000,Hipoteca,3,Melhora do lar,D,8000,16.49,1,0.18,S,6
35,40000,Aluguel,2,Médico,B,2200,NULL,0,0.06,N,10
22,47000,Aluguel,5,Médico,D,20000,16.77,1,0.43,N,3
27,130000,Hipoteca,5,Melhora do lar,A,15000,5.79,0,0.12,N,7
22,60000,Própria,7,Empreendimento,D,15000,16.49,0,0.25,S,2
24,72096,Aluguel,2,NULL,NULL,6000,8.59,0,0.11,N,4
21,50000,Aluguel,4,Médico,C,7000,15.27,0,0.14,S,4
60,72000,Própria,3,Personal,B,10000,10.59,0,0.14,N,24
22,33000,Hipoteca,4,Educativo,C,12500,14.26,0,0.38,N,2
26,117000,Própria,10,Empreendimento,B,7200,10.74,0,0.06,N,4
23,50400,Aluguel,5,Educativo,B,9400,9.99,0,0.19,N,4
21,9000,Aluguel,4,Melhora do lar,C,3000,15.23,1,0.33,N,4
32,57192,Aluguel,5,Personal,A,6400,8,0,0.11,N,5
22,95004,Própria,6,Educativo,B,7200,10.95,0,0.08,N,4
34,136625,Hipoteca,3,Empreendimento,A,15000,7.88,0,0.11,N,6
25,50000,Aluguel,3,Personal,B,7500,10.99,0,0.15,N,2
30,125000,Aluguel,3,Melhora do lar,B,10000,10.74,0,0.08,N,6
24,160000,Hipoteca,8,Melhora do lar,E,20000,19.69,0,0.13,S,2
26,69000,Hipoteca,0,Personal,B,14400,10.65,1,0.21,N,3
29,92200,Aluguel,7,Empreendimento,D,25000,14.96,0,0.27,N,5
22,38000,Hipoteca,6,Pagamento de débitos,A,4500,5.79,0,0.12,N,3
21,26000,Própria,5,Educativo,A,6000,5.79,0,0.23,N,2
39,56100,Hipoteca,23,Médico,D,8000,16.07,1,0.12,N,14
27,120000,Aluguel,4,Pagamento de débitos,A,12000,NULL,0,0.1,N,5
24,51500,Hipoteca,6,Médico,A,4000,7.51,0,0.08,N,2
28,60000,Hipoteca,5,Médico,B,6000,10.99,0,0.1,N,6
31,138000,Aluguel,0,Personal,D,24000,15.65,1,0.17,S,5
26,28000,Própria,NULL,Educativo,A,16750,7.88,0,0.6,N,4
31,34000,Aluguel,0,Médico,C,12000,13.16,1,0.35,S,9
28,53544,Aluguel,12,Médico,C,1800,NULL,0,0.03,S,8
23,96000,Hipoteca,5,Personal,A,1500,6.62,0,0.02,N,3
35,30000,Aluguel,1,Educativo,C,7500,NULL,1,0.25,S,6
22,42000,Hipoteca,NULL,Pagamento de débitos,A,3200,7.9,1,0.08,N,3
29,120000,Hipoteca,2,Pagamento de débitos,A,35000,8.9,0,0.29,N,6
24,NULL,Aluguel,1,Educativo,NULL,9475,6.03,0,0.15,N,5
30,51000,Aluguel,14,Médico,B,4800,12.69,0,0.09,N,10
23,33280,Aluguel,2,Educativo,A,10000,7.51,0,0.3,N,4
33,50000,Aluguel,1,Pagamento de débitos,A,9000,7.51,0,0.18,N,5
47,92000,Própria,0,Melhora do lar,D,12000,14.11,0,0.13,N,12
29,175000,Hipoteca,2,Melhora do lar,A,10000,NULL,0,0.06,N,9
30,100000,Hipoteca,5,Personal,C,7500,11.59,0,0.07,S,6
22,31000,Aluguel,4,Personal,A,10000,NULL,1,0.32,N,4
23,85000,Aluguel,3,Médico,A,12000,NULL,0,0.14,N,2
30,75000,Hipoteca,3,Empreendimento,A,18750,7.9,0,0.25,N,6
31,105400,Aluguel,2,Médico,D,24250,15.31,1,0.2,N,5
23,35000,Aluguel,5,Personal,A,5000,6.99,0,0.14,N,2
23,30000,Aluguel,6,Educativo,C,8500,13.49,0,0.28,N,2
25,48600,Aluguel,0,Médico,A,12000,NULL,0,0.25,N,4
27,30000,Aluguel,2,Empreendimento,B,4200,12.53,0,0.14,N,10
26,36000,Hipoteca,6,Personal,A,5175,6.03,0,0.14,N,4
29,36000,Aluguel,0,Médico,B,14400,10.62,1,0.4,N,6
24,50000,Aluguel,0,Educativo,A,8000,7.74,0,0.16,N,4
23,21888,Aluguel,8,Educativo,B,6600,11.11,0,0.3,N,2
23,28000,Aluguel,0,Pagamento de débitos,B,3000,10.25,0,0.11,N,4
25,42000,Aluguel,9,Empreendimento,C,11500,13.79,0,0.27,S,3
31,30000,Hipoteca,15,Pagamento de débitos,D,11225,13.62,1,0.37,S,6
26,95000,Hipoteca,10,Melhora do lar,C,15000,15.96,0,0.16,N,3
27,78000,Hipoteca,1,Empreendimento,A,5125,8.59,0,0.07,N,8
23,85000,Hipoteca,6,Educativo,D,9000,12.36,0,0.11,S,2
32,58000,Aluguel,4,Personal,B,12000,11.26,0,0.21,N,10
22,43000,Hipoteca,3,Educativo,A,2000,NULL,0,0.05,N,3
28,140000,Própria,1,Educativo,B,17600,12.42,0,0.13,N,6
22,25992,Outro,6,NULL,B,NULL,NULL,0,0.17,N,10
25,97000,Hipoteca,9,Melhora do lar,D,25000,14.59,0,0.26,N,2
22,40000,Hipoteca,6,Médico,A,9875,7.9,0,0.25,N,4
25,36000,NULL,0,Pagamento de débitos,C,8000,13.8,0,0.15,S,5
25,34600,Aluguel,0,Educativo,A,8950,6.17,0,0.26,N,4
24,54400,NULL,8,Melhora do lar,A,11000,NULL,0,0.25,N,12
34,29004,Aluguel,NULL,Educativo,NULL,3000,7.14,0,0.03,N,14
33,60000,Hipoteca,7,Empreendimento,A,7000,7.14,0,0.12,N,10
28,225000,Hipoteca,12,Personal,A,20000,7.88,0,0.09,N,9
25,108000,NULL,0,Melhora do lar,B,4000,NULL,0,0.09,N,2
38,59475,Hipoteca,10,Médico,D,18125,14.84,1,0.26,S,13
25,113135,Hipoteca,9,Personal,B,25000,10.59,0,0.22,N,2
23,105000,Hipoteca,5,Educativo,B,20000,11.49,0,0.19,N,4
24,32000,Aluguel,8,Pagamento de débitos,C,12000,12.87,1,0.38,S,2
27,89004,Hipoteca,4,Personal,A,10000,7.51,0,0.11,N,9
23,95000,Hipoteca,7,Educativo,B,14400,11.83,0,0.15,N,3
31,53922,Aluguel,15,Melhora do lar,B,5000,10.59,0,0.09,N,5
26,53100,Própria,10,Empreendimento,A,13000,7.9,0,0.24,N,3
33,33000,Aluguel,4,Personal,B,16750,12.53,1,0.51,N,5
23,65000,Hipoteca,4,Educativo,D,13600,15.62,0,0.21,N,3
42,32000,Aluguel,5,Empreendimento,B,10000,10.38,1,0.31,N,15
28,16000,Aluguel,2,Pagamento de débitos,E,5000,16.45,1,0.31,S,7
26,45000,Aluguel,5,Pagamento de débitos,A,7000,8.9,0,0.16,N,4
26,109000,Hipoteca,10,Personal,A,6000,7.68,0,0.06,N,3
25,12600,Própria,3,Personal,C,1750,13.61,0,0.14,N,3
22,50000,Aluguel,2,Empreendimento,A,7000,7.66,0,0.14,N,3
22,43000,Hipoteca,5,Médico,B,7000,10.62,0,0.16,N,4
23,61000,Aluguel,3,Personal,A,4200,6.03,0,0.07,N,4
23,36000,Hipoteca,6,Personal,C,14000,12.99,0,0.39,S,3
21,37000,Própria,3,Médico,C,7200,13.61,0,0.19,N,2
25,82000,Aluguel,0,Personal,B,6000,9.91,0,0.07,N,2
24,83000,Aluguel,4,Melhora do lar,A,8300,7.88,0,0.1,N,2
33,87895,Hipoteca,4,Pagamento de débitos,A,2800,7.14,0,0.03,N,9
24,33600,Aluguel,5,Personal,B,4450,11.49,0,0.13,N,4
30,62900,Hipoteca,2,Médico,B,10000,NULL,1,0.14,N,6
26,190000,Hipoteca,3,Empreendimento,B,20000,12.18,0,0.11,N,4
28,44049,Aluguel,3,Empreendimento,B,14000,NULL,1,0.32,N,8
25,29000,Aluguel,0,Médico,C,6000,13.49,1,0.21,N,3
21,121352,Hipoteca,5,Pagamento de débitos,C,7750,NULL,0,0.06,N,4
NULL,35000,Própria,6,Médico,B,10000,16,1,NULL,S,13
24,156000,Hipoteca,6,Médico,C,15000,13.57,0,0.1,S,4
24,45000,Hipoteca,2,Melhora do lar,B,9200,11.89,0,0.2,N,4
23,54000,Aluguel,1,Educativo,D,10000,14.42,1,0.19,N,3
24,20400,Aluguel,3,Empreendimento,C,7550,14.79,1,0.37,N,4
24,52000,Hipoteca,3,Empreendimento,A,3500,6.76,0,0.07,N,3
21,26000,Aluguel,5,Médico,B,5200,12.53,0,0.2,N,2
26,150000,Própria,10,Empreendimento,B,24000,11.83,0,0.16,N,4
23,36000,Aluguel,3,Educativo,B,9000,9.99,0,0.25,N,2
25,133000,Hipoteca,8,Pagamento de débitos,F,3000,17.9,1,0.02,S,2
43,57000,Hipoteca,0,Educativo,A,2725,NULL,0,0.05,N,12
28,115000,Hipoteca,3,Educativo,A,18500,NULL,0,0.16,N,9
24,22000,Aluguel,0,NULL,C,NULL,11.48,0,0.1,N,28
30,70000,Hipoteca,0,Melhora do lar,C,15000,12.73,0,0.21,S,6
25,78000,Hipoteca,9,Melhora do lar,B,14200,11.48,0,0.18,N,3
24,64000,Hipoteca,8,Educativo,A,5000,7.88,1,0.08,N,4
32,44004,Aluguel,5,Médico,D,2200,15.65,1,0.05,N,5
35,95000,Hipoteca,17,Melhora do lar,B,15000,11.49,0,0.16,N,10
28,56000,Aluguel,0,Médico,F,20000,18.62,1,0.36,N,7
22,72576,Aluguel,7,Educativo,A,9600,7.29,0,0.13,N,3
28,127500,Hipoteca,5,Médico,E,20000,17.04,1,0.13,S,8
25,78000,Hipoteca,4,Pagamento de débitos,B,3000,11.48,1,0.04,N,3
45,33600,Aluguel,8,Empreendimento,D,11300,12.17,1,0.34,N,11
24,38400,Aluguel,8,Empreendimento,A,4200,6.76,0,0.11,N,4
45,38268,Hipoteca,14,Personal,B,8400,12.18,0,0.22,N,11
32,230000,Aluguel,16,Melhora do lar,A,35000,NULL,0,0.15,N,9
22,35350,Aluguel,3,Pagamento de débitos,B,7000,9.99,0,0.2,N,3
28,55000,Aluguel,2,Médico,B,13800,11.83,0,0.25,N,6
38,200000,Hipoteca,2,Personal,A,25000,7.9,0,0.13,N,13
25,59000,Hipoteca,7,Educativo,B,25000,10.62,0,0.42,N,3
NULL,34000,Aluguel,10,Pagamento de débitos,D,NULL,16.49,0,0.29,S,2
23,23000,Aluguel,0,Personal,B,4325,11.11,0,0.19,N,3
45,64000,Hipoteca,3,Médico,A,6000,7.29,0,0.09,N,14
23,130000,Hipoteca,7,Médico,C,5000,14.79,0,0.04,S,3
22,56400,Aluguel,2,Educativo,A,9500,8.9,0,0.17,N,2
22,50004,Hipoteca,NULL,Personal,B,4950,NULL,0,0.1,N,2
25,50000,Hipoteca,9,Personal,A,10000,6.92,0,0.2,N,2
38,72000,Hipoteca,10,Educativo,C,15000,13.49,0,0.21,N,17
24,51000,Aluguel,6,Médico,B,15000,11.12,0,0.29,N,3
28,30000,Hipoteca,NULL,Médico,A,4750,7.9,0,0.16,N,7
23,113200,Hipoteca,3,Educativo,B,24250,10.62,0,0.21,N,3
26,39996,Aluguel,0,Médico,B,12000,NULL,0,0.3,N,3
23,38000,Hipoteca,5,Educativo,B,8000,12.69,0,0.21,N,3
31,55000,Aluguel,3,Personal,B,6000,10.38,0,0.11,N,6
36,38795,Hipoteca,NULL,Médico,B,2000,NULL,0,0.05,N,13
36,101004,Hipoteca,11,Médico,A,12000,5.79,0,0.12,N,11
32,33000,Aluguel,1,Educativo,A,12000,6.54,1,0.36,N,8
22,24000,Hipoteca,2,Educativo,D,3975,13.87,0,0.17,N,3
25,44000,Hipoteca,7,Personal,B,7500,10.08,1,0.17,N,2
24,60000,Aluguel,5,Educativo,A,7000,6.54,0,0.12,N,4
29,72000,Hipoteca,0,Empreendimento,B,24000,10.99,0,0.33,N,6
37,35000,Aluguel,NULL,Pagamento de débitos,D,8000,5.42,NULL,0.36,N,4
23,24000,Própria,NULL,Empreendimento,B,5000,10.38,0,0.21,N,4
23,75000,Hipoteca,4,Personal,A,7000,8.49,0,0.09,N,2
27,34000,Aluguel,0,Pagamento de débitos,C,5600,15.96,1,0.16,S,10
23,42000,Aluguel,3,Pagamento de débitos,B,1500,10.71,0,0.04,N,2
29,123000,Aluguel,0,Educativo,A,6500,NULL,0,0.05,N,10
24,62500,Própria,8,Personal,C,6500,13.22,0,0.1,S,2
24,57000,Aluguel,0,Personal,A,13500,6.92,0,0.24,N,2
33,49000,Aluguel,2,Melhora do lar,D,3000,16.49,1,0.06,N,7
42,35000,Aluguel,1,Médico,B,7500,9.99,0,0.21,N,15
28,75000,Hipoteca,2,Médico,B,20000,12.18,0,0.27,N,5
25,33000,Hipoteca,9,Empreendimento,B,3000,11.99,0,0.09,N,3
23,50000,Hipoteca,4,Educativo,B,20000,10.62,0,0.4,N,4
24,43500,Aluguel,6,Médico,D,10000,13.62,1,0.23,S,3
23,48000,Aluguel,7,Personal,B,7200,11.71,0,0.15,N,2
22,115000,Hipoteca,7,Empreendimento,A,13600,7.29,0,0.12,N,3
23,69600,Própria,7,Empreendimento,B,1925,9.91,0,0.03,N,4
23,45992,Hipoteca,7,Empreendimento,A,10000,5.42,0,0.22,N,3
25,55000,Hipoteca,1,Pagamento de débitos,C,2000,13.22,0,0.04,N,2
28,44104,Aluguel,4,Empreendimento,B,15000,NULL,1,0.34,N,10
28,70000,Aluguel,1,Educativo,A,7800,7.9,0,0.11,N,8
30,120000,Hipoteca,5,Pagamento de débitos,B,5000,10.38,0,0.04,N,9
23,157500,Aluguel,1,Educativo,B,10000,12.69,0,0.06,N,2
24,43000,Hipoteca,3,Personal,A,11500,7.88,0,0.27,N,2
29,50000,Hipoteca,2,Médico,A,5000,NULL,0,0.1,N,6
42,52400,Hipoteca,14,Personal,B,21000,10.38,0,0.4,N,15
29,100000,Hipoteca,1,Pagamento de débitos,A,12000,6.91,0,0.12,N,10
29,120000,Hipoteca,10,Personal,A,4700,7.14,0,0.04,N,6
24,165000,Aluguel,2,Personal,B,10000,9.2,0,0.06,N,3
25,32000,Hipoteca,7,Personal,B,3250,10.74,1,0.1,N,2
24,200000,Aluguel,8,Médico,B,12000,12.69,0,0.06,N,2
33,41277,Aluguel,3,Educativo,B,3000,10,1,0.07,N,8
24,53000,Hipoteca,8,Melhora do lar,A,8000,6.03,0,0.15,N,2
22,45000,Aluguel,2,Educativo,C,9600,12.73,0,0.21,N,3
30,40000,Aluguel,4,Empreendimento,C,4500,14.26,0,0.11,S,6
24,41000,Aluguel,4,Médico,C,11525,12.99,0,0.28,S,3
23,25800,Aluguel,2,Personal,C,6000,NULL,0,0.23,S,4
23,69360,Hipoteca,NULL,Médico,B,9600,NULL,1,0.12,N,4
29,44000,Hipoteca,13,Médico,A,24000,6.91,0,0.55,N,8
30,125000,Aluguel,2,Educativo,C,3000,14.65,0,0.02,S,10
32,80000,NULL,3,Empreendimento,B,3350,NULL,0,NULL,N,3
26,44000,Aluguel,NULL,Melhora do lar,NULL,7500,11.89,1,0.33,N,22
22,35500,Aluguel,6,Médico,D,2500,15.62,1,0.07,N,2
22,40000,Aluguel,2,Pagamento de débitos,B,8000,11.36,0,0.2,N,4
27,85000,Aluguel,1,Pagamento de débitos,A,7525,NULL,0,0.09,N,8
28,39000,Hipoteca,13,Médico,D,3375,14.83,1,0.09,N,8
23,22800,Hipoteca,3,Personal,A,4800,5.79,0,0.21,N,2
21,65000,Aluguel,5,Empreendimento,C,10000,13.47,0,0.15,S,3
25,99996,Hipoteca,5,Melhora do lar,B,12000,10.38,0,0.12,N,4
22,74476,Hipoteca,6,Educativo,A,5000,8.49,1,0.07,N,2
25,60000,Aluguel,3,Personal,C,12000,14.26,0,0.2,N,4
24,29000,Aluguel,4,Melhora do lar,B,8000,12.42,1,0.28,N,2
21,60000,Aluguel,2,Educativo,B,8000,11.26,0,0.13,N,3
22,39000,Hipoteca,NULL,Melhora do lar,A,5500,5.99,1,0.14,N,4
21,30000,Aluguel,4,Médico,A,6000,7.51,0,0.2,N,3
27,62000,Aluguel,2,Personal,B,9600,10.25,1,0.15,N,8
29,29000,Aluguel,1,Melhora do lar,A,3300,6.39,NULL,0.09,NULL,13
27,80000,Hipoteca,4,Médico,A,15000,6.54,0,0.19,N,8
32,56784,Própria,3,Médico,D,12000,14.96,0,0.21,S,5
22,45000,Aluguel,3,Educativo,B,5000,11.11,0,0.11,N,4
27,30000,Aluguel,5,Educativo,D,7500,14.84,0,0.25,N,7
23,30000,Aluguel,4,Pagamento de débitos,D,6000,16.32,1,0.2,S,3
33,93000,Hipoteca,0,Pagamento de débitos,A,13000,7.51,0,0.14,N,6
31,72000,Aluguel,0,Melhora do lar,A,8000,7.9,0,0.11,N,7
29,46140,Hipoteca,2,Melhora do lar,C,4800,14.72,0,0.1,S,6
29,45000,Própria,0,Educativo,B,6800,10.62,0,0.15,N,5
28,20000,Aluguel,4,Personal,B,5000,10.65,0,0.25,N,8
26,39500,Hipoteca,6,Médico,D,15250,15.05,1,0.39,N,4
26,33000,Hipoteca,10,Personal,A,7000,7.43,0,0.21,N,4
23,60000,Hipoteca,7,Educativo,A,25850,7.9,0,0.43,N,4
29,60000,Hipoteca,2,Melhora do lar,A,1500,6.03,0,0.03,N,9
26,55000,Aluguel,5,Personal,B,6325,10.65,0,0.12,N,4
26,78000,Hipoteca,7,Empreendimento,A,7200,6.62,0,0.09,N,4
23,38004,Aluguel,5,Educativo,A,5000,6.91,0,0.13,N,4
24,56000,Aluguel,0,Empreendimento,NULL,15000,15.33,0,0.39,NULL,3
28,170000,Hipoteca,8,Personal,F,20000,18.99,0,0.12,S,7
25,25000,Aluguel,1,Pagamento de débitos,E,6000,16.4,1,0.24,N,2
25,44004,Aluguel,3,Médico,D,12000,15.31,1,0.27,S,3
29,139500,Hipoteca,4,Melhora do lar,A,15000,NULL,0,0.11,N,5
27,55000,Aluguel,11,Empreendimento,A,3000,7.68,0,0.05,N,7
23,85000,Hipoteca,3,Educativo,A,4000,6.76,0,0.05,N,4
26,125000,Hipoteca,10,Empreendimento,C,15000,13.85,0,0.12,S,3
27,53004,Hipoteca,10,Educativo,B,5600,11.86,0,0.11,N,6
40,54996,Hipoteca,6,Personal,B,6000,9.76,1,0.11,N,14
38,48000,Hipoteca,1,Personal,A,18000,8.49,0,0.38,N,11
24,19200,Hipoteca,NULL,Melhora do lar,A,7000,5.99,1,0.36,N,4
25,81600,Aluguel,2,Educativo,A,5600,5.99,0,0.07,N,4
24,75000,Aluguel,6,Personal,B,15000,11.71,0,0.2,N,4
22,60000,Aluguel,6,Médico,A,8000,7.88,0,0.13,N,2
24,70000,Aluguel,1,Empreendimento,B,12000,11.58,0,0.17,N,3
24,57000,Hipoteca,0,Médico,B,2400,12.69,0,0.04,N,4
30,81120,Própria,3,Educativo,B,18000,10.75,0,0.22,N,10
44,80000,Hipoteca,3,Pagamento de débitos,C,15000,13.11,0,0.19,N,16
24,100000,Hipoteca,1,Pagamento de débitos,A,6000,NULL,0,0.06,N,3
21,15000,Aluguel,6,Empreendimento,A,4800,8.49,1,0.32,N,3
36,125000,Aluguel,0,Melhora do lar,B,18000,11.11,0,0.14,N,11
25,93000,Hipoteca,9,Empreendimento,D,12000,16.77,0,0.13,S,4
25,19404,Aluguel,0,Pagamento de débitos,A,4000,8.63,1,0.21,N,3
21,35368,Aluguel,0,Pagamento de débitos,C,5100,12.99,0,0.14,N,2
24,120000,Hipoteca,8,Empreendimento,A,20000,7.9,0,0.17,N,4
25,60000,Aluguel,4,Educativo,A,9800,NULL,0,0.16,N,2
24,50004,Própria,2,Médico,B,10000,11.12,0,0.2,N,2
23,33000,Aluguel,7,Médico,D,5500,14.54,1,0.17,N,2
30,30000,Aluguel,3,Educativo,C,4500,13.92,0,0.15,N,8
21,30000,Hipoteca,0,Educativo,B,2400,11.71,0,0.08,N,3
51,50000,Aluguel,9,Pagamento de débitos,B,12000,10.37,0,0.24,N,25
30,55000,Hipoteca,2,Educativo,A,11500,7.9,0,0.21,N,9
35,36000,Aluguel,2,Personal,D,3000,NULL,1,0.08,N,10
26,74000,Hipoteca,10,Empreendimento,B,4475,9.99,0,0.06,N,4
23,42000,Aluguel,2,Empreendimento,A,4000,5.79,0,0.1,N,4
21,65004,Hipoteca,5,Educativo,B,5000,9.99,0,0.08,N,4
31,30000,Aluguel,5,Médico,B,1000,9.25,0,0.03,N,6
24,33000,Hipoteca,3,Empreendimento,C,4000,13.04,0,0.12,N,4
23,120000,Hipoteca,7,Pagamento de débitos,B,10000,9.91,0,0.08,N,3
31,32000,Hipoteca,0,Médico,C,2000,13.61,0,0.06,S,6
43,30000,Aluguel,0,Personal,C,11525,13.57,1,0.38,S,17
26,97188,Aluguel,7,Empreendimento,D,16000,12.8,0,0.16,N,3
25,NULL,Própria,0,Melhora do lar,D,NULL,15.33,0,0.31,N,11
29,45000,Aluguel,8,Médico,C,18250,14.27,1,0.41,N,6
28,100000,Hipoteca,3,Médico,C,8000,13.98,0,0.08,S,6
23,37000,Hipoteca,3,Personal,B,6400,11.71,0,0.17,N,3
22,44400,Aluguel,1,Personal,C,11775,13.49,0,0.27,S,4
34,44000,Aluguel,1,Educativo,C,11000,13.79,0,0.25,S,6
39,17721,Própria,0,Pagamento de débitos,C,3975,11.97,1,0.22,S,15
33,35050,Hipoteca,15,Médico,A,8000,8.32,1,0.23,N,6
26,54000,Hipoteca,10,Melhora do lar,A,7200,5.42,0,0.13,N,2
25,25000,Própria,NULL,Educativo,A,8500,6.03,0,0.34,N,2
26,30000,Aluguel,4,Médico,C,8000,13.98,0,0.27,N,2
37,60000,Aluguel,21,Pagamento de débitos,B,16000,NULL,0,0.27,N,15
25,36000,Hipoteca,3,NULL,C,5000,9.99,0,0.09,NULL,3
28,48096,Aluguel,4,Pagamento de débitos,E,1200,17.56,1,0.02,S,5
25,50400,Hipoteca,9,Pagamento de débitos,D,5500,NULL,NULL,0.17,N,2
24,55000,Aluguel,5,Melhora do lar,A,10000,5.42,0,0.18,N,2
44,24000,Própria,5,Educativo,D,5000,14.74,0,0.21,S,15
33,18000,Aluguel,0,Empreendimento,C,2700,12.61,0,0.15,S,9
26,76800,Hipoteca,2,Empreendimento,A,12800,6.92,0,0.17,N,3
26,35000,Aluguel,NULL,Médico,B,14500,11.49,1,0.41,N,3
NULL,29004,Hipoteca,3,Empreendimento,B,6000,NULL,1,0.1,N,4
23,73000,Aluguel,0,Pagamento de débitos,B,6825,10.99,0,0.09,N,3
26,30000,Aluguel,5,Personal,C,8000,12.99,0,0.27,N,2
21,18000,Aluguel,0,Pagamento de débitos,A,3000,7.9,1,0.17,N,2
NULL,89000,NULL,11,Educativo,D,17500,11.48,0,0.03,N,10
40,16800,Aluguel,8,Personal,A,5000,8.94,1,0.3,N,17
27,50000,Aluguel,4,Melhora do lar,C,6400,13.23,0,0.13,S,7
24,75000,Hipoteca,8,Pagamento de débitos,A,7000,7.9,0,0.09,N,4
26,31836,Aluguel,1,Educativo,C,6400,14.35,0,0.2,N,4
39,20400,Aluguel,3,Médico,C,6000,15.27,0,0.29,S,13
32,59500,Aluguel,3,Educativo,D,6000,13.36,0,0.1,S,8
22,60000,Aluguel,5,Educativo,B,6000,11.49,0,0.1,N,4
22,21600,Aluguel,2,Educativo,C,3000,13.49,0,0.14,N,3
29,60000,Aluguel,6,Médico,A,4200,8.63,0,0.07,N,10
23,32000,Aluguel,0,Médico,C,8500,13.16,0,0.27,S,4
25,96720,Hipoteca,9,Educativo,A,18000,7.9,0,0.19,N,4
22,25000,Própria,1,Educativo,A,11100,9.63,0,0.44,N,3
30,54000,Aluguel,1,Educativo,A,12000,6.62,1,0.22,N,6
23,40000,Hipoteca,3,NULL,B,12000,9.63,0,NULL,N,7
26,38340,Hipoteca,7,Personal,B,2500,12.18,1,0.07,N,4
37,30000,Aluguel,0,Educativo,B,10800,12.21,1,0.36,N,14
26,52800,Aluguel,4,Empreendimento,B,8975,10.99,0,0.17,N,2
22,65000,Hipoteca,6,Educativo,A,10000,7.88,0,0.15,N,2
53,92000,Hipoteca,7,Personal,B,15000,11.12,0,0.16,N,22
24,55800,Hipoteca,0,Empreendimento,A,3200,7.68,0,0.06,N,3
22,64000,Hipoteca,4,Personal,C,14000,13.23,0,0.22,S,3
32,54996,Hipoteca,1,Médico,A,7000,6.92,0,0.13,N,8
22,12000,Aluguel,1,Empreendimento,A,1500,6.99,0,0.13,N,2
27,75860,Aluguel,9,Médico,B,24000,10.99,1,0.32,N,5
42,14000,Aluguel,0,Educativo,C,1700,13.16,0,0.12,S,13
31,83000,Hipoteca,3,Educativo,A,7500,7.66,0,0.09,N,10
22,54225,Aluguel,NULL,Educativo,E,10000,NULL,1,0.4,NULL,4
30,52576,Aluguel,3,Melhora do lar,A,8400,7.49,1,0.16,N,6
26,NULL,Hipoteca,5,Melhora do lar,A,5000,NULL,0,NULL,N,8
23,91000,Hipoteca,3,Educativo,B,12000,NULL,0,0.13,N,4
22,75000,Aluguel,6,Educativo,C,3200,10.28,0,0.04,N,4
37,78000,Aluguel,0,Médico,C,9600,12.99,0,0.12,N,16
30,135000,Hipoteca,8,Pagamento de débitos,A,32000,7.9,0,0.24,N,9
23,33500,Aluguel,2,Médico,E,2500,15.68,1,0.07,S,4
23,60000,Hipoteca,5,Pagamento de débitos,C,5600,14.22,1,0.09,S,4
28,17573,Aluguel,1,Médico,A,3000,7.37,1,0.17,N,8
23,74000,Aluguel,7,Pagamento de débitos,B,24000,10.99,1,0.32,N,2
